"omm_id","Date","Tmax","Tmin","Precip","Nub","Sunabs","Solrad"
87585,2013-02-06,29.7,20.9,0,0,10.8,29.9051934
87585,2013-02-07,29.8,20.8,0,2,10.8,29.37134868
87585,2013-02-08,31.2,22.3,0,1,10.9,29.0737788
87585,2013-02-09,31.9,22.8,3,1,10.8,29.35433178
87585,2013-02-10,33.2,21.1,11,4,9,23.7146601
87585,2013-02-11,30.3,20.5,0,4,8.5,19.85807718
87585,2013-02-12,34.6,22.5,0.1,2,8.8,25.24778358
87585,2013-02-13,30.9,23.7,0,6,4.3,15.82831002
87585,2013-02-14,30.6,21.1,4,4,6.8,16.65251688
87585,2013-02-15,31.9,21.6,0,0,10.2,27.80735496
87585,2013-02-16,33.4,24.1,0.3,2,10.2,26.50309824
87585,2013-02-17,31.4,23.1,0,8,3.8,16.17456792
87585,2013-02-18,27.5,16.5,3,6,9.4,23.48238684
87585,2013-02-19,21.3,16.2,6,8,0,4.49725872
87585,2013-02-20,23.7,17.2,42,8,0,8.24417525999998
87585,2013-02-21,26.2,18.2,0,5,7.8,19.6756401
87585,2013-02-22,26.8,18.9,0,2,9.7,25.1437338
87585,2013-02-23,28.5,19.6,21,6,5.9,17.48844552
87585,2013-02-24,29.9,19.9,0,6,5.3,16.5382923
87585,2013-02-25,24.7,14.2,0,2,9.6,21.70009518
87585,2013-02-26,24.4,11.9,0,0,9.5,27.0784224
87585,2013-02-27,24.9,11.3,0,0,8.5,25.42529334
87585,2013-02-28,25.9,17.5,0,1,9.6,25.58789736
87585,2013-03-01,28.2,19.1,46,3,8.9,23.89595778
87585,2013-03-02,26.6,19.9,0,5,6.8,17.47849962
87585,2013-03-03,23.8,15.2,0,3,NA,11.5359387
87585,2013-03-04,23.8,12.2,0,4,9.4,21.89739732
87585,2013-03-05,26.3,13.6,0,2,9.3,22.8490425
87585,2013-03-06,29.3,17.1,0,1,9.6,24.66404844
87585,2013-03-07,28.5,16.9,0,1,9.3,NA
87585,2013-03-08,30.2,19.6,11,1,8.1,NA
87585,2013-03-09,29.5,21.2,0.7,7,6.8,NA
87585,2013-03-10,27.5,19.6,0,1,9,NA
87585,2013-03-11,27.4,12,0,3,6,NA
87585,2013-03-12,23.2,15.2,0,2,9.3,NA
87585,2013-03-13,19.5,14,0,3,2.5,NA
87585,2013-03-14,20.9,9.8,0,4,6.7,NA
87585,2013-03-15,19.1,12.5,0,4,5.4,NA
87585,2013-03-16,19.8,7.4,0,2,9,NA
87585,2013-03-17,20.1,12,0,4,8.4,NA
87585,2013-03-18,22.8,13.8,0,5,8.9,22.41936264
87585,2013-03-19,23,16.8,0.3,7,4.9,13.9001616
87585,2013-03-20,20.6,18.1,4,8,0,2.85378384
87585,2013-03-21,27.8,17.8,0,5,6.1,18.10455636
87585,2013-03-22,24.4,10.9,6,0,8.9,21.47201826
87585,2013-03-23,25.2,16,0.8,6,4.3,13.9451391
87585,2013-03-24,26.3,15.8,4,4,7.3,19.25022972
87585,2013-03-25,27.2,16.7,7,7,5,15.87604518
87585,2013-03-26,25.3,14.2,0,0,8.2,21.86476494
87585,2013-03-27,24.2,13.2,0,1,8.3,21.6299835
87585,2013-03-28,25.6,13.9,0,0,8.3,21.65650344
87585,2013-03-29,26.6,15.9,0,0,8.7,21.0143589
87585,2013-03-30,27.5,18.7,0,1,8.7,20.82037236
87585,2013-03-31,30,19.6,0.5,4,4,13.35364476
87585,2013-04-01,24.5,20.4,159,8,2.2,NA
87585,2013-04-02,23.3,18.9,36,8,1.3,NA
87585,2013-04-03,24,17.4,0,7,3.2,8.81106084
87585,2013-04-04,24.2,14.4,0,3,NA,16.94403786
87585,2013-04-05,28.2,14.4,0,1,8.4,19.71666768
87585,2013-04-06,21.6,13.4,0,3,4.8,10.88665152
87585,2013-04-07,21.9,6.7,0,2,8.3,19.94095824
87585,2013-04-08,24.6,8.1,0,0,7.5,18.98398284
87585,2013-04-09,24.6,11.5,0,1,NA,19.32894774
87585,2013-04-10,21.1,16.2,17,7,3.4,9.63534168
87585,2013-04-11,20.9,16.6,8,8,0,5.15178486
87585,2013-04-12,21,12.9,0,1,8.3,19.13103624
87585,2013-04-13,19.6,7.4,0,2,8.1,19.14027798
87585,2013-04-14,25.6,11,0,2,8,17.95186962
87585,2013-04-15,26.4,13.1,0,0,8.5,18.00648558
